Year,Geographical Location,Income decile,Income,Highest-to-Lowest Average Income Ratio, Income Range
1983,Prairie provinces,Ninth decile,103400,NA,NA
1983,Prairie provinces,Highest decile,149800,NA,NA
1983,Manitoba,Total deciles,58600,12.824074074074074,127700
1983,Manitoba,Lowest decile,10800,NA,NA
1983,Manitoba,Second decile,20900,NA,NA
1983,Manitoba,Third decile,28700,NA,NA
1983,Manitoba,Fourth decile,36300,NA,NA
1983,Manitoba,Fifth decile,46000,NA,NA
1983,Manitoba,Sixth decile,56600,NA,NA
1983,Manitoba,Seventh decile,68500,NA,NA
1983,Manitoba,Eighth decile,80400,NA,NA
1983,Manitoba,Ninth decile,98800,NA,NA
1983,Manitoba,Highest decile,138500,NA,NA
1983,Saskatchewan,Total deciles,57500,15.122448979591837,138400
1983,Saskatchewan,Lowest decile,9800,NA,NA
1983,Saskatchewan,Second decile,19400,NA,NA
1983,Saskatchewan,Third decile,27800,NA,NA
1983,Saskatchewan,Fourth decile,34300,NA,NA
1983,Saskatchewan,Fifth decile,42900,NA,NA
1983,Saskatchewan,Sixth decile,54100,NA,NA
1983,Saskatchewan,Seventh decile,65600,NA,NA
1983,Saskatchewan,Eighth decile,77500,NA,NA
1983,Saskatchewan,Ninth decile,95400,NA,NA
1983,Saskatchewan,Highest decile,148200,NA,NA
1983,Alberta,Total deciles,64300,19.756410256410255,146300
1983,Alberta,Lowest decile,7800,NA,NA
1983,Alberta,Second decile,21200,NA,NA
1983,Alberta,Third decile,31500,NA,NA
1983,Alberta,Fourth decile,41200,NA,NA
1983,Alberta,Fifth decile,52500,NA,NA
1983,Alberta,Sixth decile,63100,NA,NA
1983,Alberta,Seventh decile,73900,NA,NA
1983,Alberta,Eighth decile,89300,NA,NA
1983,Alberta,Ninth decile,107800,NA,NA
1983,Alberta,Highest decile,154100,NA,NA
1983,British Columbia,Total deciles,61000,13.700934579439252,135900
1983,British Columbia,Lowest decile,10700,NA,NA
1983,British Columbia,Second decile,20600,NA,NA
1983,British Columbia,Third decile,29700,NA,NA
1983,British Columbia,Fourth decile,39100,NA,NA
1983,British Columbia,Fifth decile,49500,NA,NA
1983,British Columbia,Sixth decile,59300,NA,NA
1983,British Columbia,Seventh decile,71100,NA,NA
1983,British Columbia,Eighth decile,83500,NA,NA
1983,British Columbia,Ninth decile,100100,NA,NA
1983,British Columbia,Highest decile,146600,NA,NA
1984,Canada,Total deciles,60000,14.10576923076923,136300
1984,Canada,Lowest decile,10400,NA,NA
1984,Canada,Second decile,21000,NA,NA
1984,Canada,Third decile,30000,NA,NA
1984,Canada,Fourth decile,38800,NA,NA
1984,Canada,Fifth decile,48500,NA,NA
1984,Canada,Sixth decile,58300,NA,NA
1984,Canada,Seventh decile,68500,NA,NA
1984,Canada,Eighth decile,80400,NA,NA
1984,Canada,Ninth decile,97500,NA,NA
1984,Canada,Highest decile,146700,NA,NA
1984,Atlantic provinces,Total deciles,53500,11.962264150943396,116200
1984,Atlantic provinces,Lowest decile,10600,NA,NA
1984,Atlantic provinces,Second decile,19800,NA,NA
1984,Atlantic provinces,Third decile,27500,NA,NA
1984,Atlantic provinces,Fourth decile,35100,NA,NA
1984,Atlantic provinces,Fifth decile,43100,NA,NA
1984,Atlantic provinces,Sixth decile,52000,NA,NA
1984,Atlantic provinces,Seventh decile,61300,NA,NA
1984,Atlantic provinces,Eighth decile,72000,NA,NA
1984,Atlantic provinces,Ninth decile,86900,NA,NA
1984,Atlantic provinces,Highest decile,126800,NA,NA
1984,Newfoundland and Labrador,Total deciles,53000,10.867256637168142,111500
1984,Newfoundland and Labrador,Lowest decile,11300,NA,NA
1984,Newfoundland and Labrador,Second decile,21900,NA,NA
1984,Newfoundland and Labrador,Third decile,29500,NA,NA
1984,Newfoundland and Labrador,Fourth decile,36200,NA,NA
1984,Newfoundland and Labrador,Fifth decile,43400,NA,NA
1984,Newfoundland and Labrador,Sixth decile,50400,NA,NA
1984,Newfoundland and Labrador,Seventh decile,59100,NA,NA
1984,Newfoundland and Labrador,Eighth decile,69800,NA,NA
1984,Newfoundland and Labrador,Ninth decile,85200,NA,NA
1984,Newfoundland and Labrador,Highest decile,122800,NA,NA
1984,Prince Edward Island,Total deciles,52000,15.166666666666666,110500
1984,Prince Edward Island,Lowest decile,7800,NA,NA
1984,Prince Edward Island,Second decile,18400,NA,NA
1984,Prince Edward Island,Third decile,26600,NA,NA
1984,Prince Edward Island,Fourth decile,34600,NA,NA
1984,Prince Edward Island,Fifth decile,42400,NA,NA
1984,Prince Edward Island,Sixth decile,51000,NA,NA
1984,Prince Edward Island,Seventh decile,61000,NA,NA
1984,Prince Edward Island,Eighth decile,72000,NA,NA
1984,Prince Edward Island,Ninth decile,87400,NA,NA
1984,Prince Edward Island,Highest decile,118300,NA,NA
1984,Nova Scotia,Total deciles,54200,12.12037037037037,120100
1984,Nova Scotia,Lowest decile,10800,NA,NA
1984,Nova Scotia,Second decile,19700,NA,NA
1984,Nova Scotia,Third decile,27100,NA,NA
1984,Nova Scotia,Fourth decile,34900,NA,NA
1984,Nova Scotia,Fifth decile,43200,NA,NA
1984,Nova Scotia,Sixth decile,52900,NA,NA
1984,Nova Scotia,Seventh decile,62100,NA,NA
1984,Nova Scotia,Eighth decile,72800,NA,NA
1984,Nova Scotia,Ninth decile,87400,NA,NA
1984,Nova Scotia,Highest decile,130900,NA,NA
1984,New Brunswick,Total deciles,53400,12.115384615384615,115600
1984,New Brunswick,Lowest decile,10400,NA,NA
1984,New Brunswick,Second decile,19100,NA,NA
1984,New Brunswick,Third decile,26700,NA,NA
1984,New Brunswick,Fourth decile,34700,NA,NA
1984,New Brunswick,Fifth decile,42900,NA,NA
1984,New Brunswick,Sixth decile,52500,NA,NA
1984,New Brunswick,Seventh decile,62000,NA,NA
1984,New Brunswick,Eighth decile,72500,NA,NA
1984,New Brunswick,Ninth decile,87300,NA,NA
1984,New Brunswick,Highest decile,126000,NA,NA
1984,Quebec,Total deciles,55700,13.958333333333334,124400
1984,Quebec,Lowest decile,9600,NA,NA
1984,Quebec,Second decile,19200,NA,NA
1984,Quebec,Third decile,27400,NA,NA
1984,Quebec,Fourth decile,35800,NA,NA
1984,Quebec,Fifth decile,45100,NA,NA
1984,Quebec,Sixth decile,54900,NA,NA
1984,Quebec,Seventh decile,64700,NA,NA
1984,Quebec,Eighth decile,75000,NA,NA
1984,Quebec,Ninth decile,90900,NA,NA
1984,Quebec,Highest decile,134000,NA,NA
1984,Ontario,Total deciles,64900,13.378151260504202,147300
1984,Ontario,Lowest decile,11900,NA,NA
1984,Ontario,Second decile,23000,NA,NA
1984,Ontario,Third decile,33500,NA,NA
1984,Ontario,Fourth decile,43000,NA,NA
1984,Ontario,Fifth decile,53200,NA,NA
1984,Ontario,Sixth decile,62700,NA,NA
1984,Ontario,Seventh decile,73200,NA,NA
1984,Ontario,Eighth decile,86000,NA,NA
1984,Ontario,Ninth decile,103200,NA,NA
1984,Ontario,Highest decile,159200,NA,NA
1984,Prairie provinces,Total deciles,59900,17.04705882352941,136400
1984,Prairie provinces,Lowest decile,8500,NA,NA
1984,Prairie provinces,Second decile,21300,NA,NA
1984,Prairie provinces,Third decile,30000,NA,NA
1984,Prairie provinces,Fourth decile,38600,NA,NA
1984,Prairie provinces,Fifth decile,47800,NA,NA
1984,Prairie provinces,Sixth decile,58300,NA,NA
1984,Prairie provinces,Seventh decile,69100,NA,NA
1984,Prairie provinces,Eighth decile,81500,NA,NA
1984,Prairie provinces,Ninth decile,99100,NA,NA
1984,Prairie provinces,Highest decile,144900,NA,NA
1984,Manitoba,Total deciles,57800,14.040816326530612,127800
1984,Manitoba,Lowest decile,9800,NA,NA
1984,Manitoba,Second decile,21200,NA,NA
1984,Manitoba,Third decile,29300,NA,NA
1984,Manitoba,Fourth decile,37900,NA,NA
1984,Manitoba,Fifth decile,46800,NA,NA
1984,Manitoba,Sixth decile,56300,NA,NA
1984,Manitoba,Seventh decile,66900,NA,NA
1984,Manitoba,Eighth decile,78700,NA,NA
1984,Manitoba,Ninth decile,93600,NA,NA
1984,Manitoba,Highest decile,137600,NA,NA
1984,Saskatchewan,Total deciles,56800,17.02409638554217,133000
1984,Saskatchewan,Lowest decile,8300,NA,NA
1984,Saskatchewan,Second decile,19800,NA,NA
1984,Saskatchewan,Third decile,28000,NA,NA
1984,Saskatchewan,Fourth decile,35800,NA,NA
1984,Saskatchewan,Fifth decile,44600,NA,NA
1984,Saskatchewan,Sixth decile,54200,NA,NA
1984,Saskatchewan,Seventh decile,64700,NA,NA
1984,Saskatchewan,Eighth decile,76900,NA,NA
1984,Saskatchewan,Ninth decile,94700,NA,NA
1984,Saskatchewan,Highest decile,141300,NA,NA
1984,Alberta,Total deciles,62100,18.625,141000
1984,Alberta,Lowest decile,8000,NA,NA
1984,Alberta,Second decile,22000,NA,NA
1984,Alberta,Third decile,31400,NA,NA
1984,Alberta,Fourth decile,40000,NA,NA
1984,Alberta,Fifth decile,50000,NA,NA
1984,Alberta,Sixth decile,61100,NA,NA
1984,Alberta,Seventh decile,71600,NA,NA
1984,Alberta,Eighth decile,84800,NA,NA
1984,Alberta,Ninth decile,103000,NA,NA
1984,Alberta,Highest decile,149000,NA,NA
1984,British Columbia,Total deciles,59300,13.700934579439252,135900
1984,British Columbia,Lowest decile,10700,NA,NA
1984,British Columbia,Second decile,20700,NA,NA
1984,British Columbia,Third decile,28800,NA,NA
1984,British Columbia,Fourth decile,37300,NA,NA
1984,British Columbia,Fifth decile,46900,NA,NA
1984,British Columbia,Sixth decile,56700,NA,NA
1984,British Columbia,Seventh decile,67600,NA,NA
1984,British Columbia,Eighth decile,80000,NA,NA
1984,British Columbia,Ninth decile,97400,NA,NA
1984,British Columbia,Highest decile,146600,NA,NA
1985,Canada,Total deciles,61000,13.330357142857142,138100
1985,Canada,Lowest decile,11200,NA,NA
1985,Canada,Second decile,21700,NA,NA
1985,Canada,Third decile,30600,NA,NA
1985,Canada,Fourth decile,39400,NA,NA
1985,Canada,Fifth decile,48900,NA,NA
1985,Canada,Sixth decile,58800,NA,NA
1985,Canada,Seventh decile,69300,NA,NA
1985,Canada,Eighth decile,81700,NA,NA
1985,Canada,Ninth decile,99000,NA,NA
1985,Canada,Highest decile,149300,NA,NA
1985,Atlantic provinces,Total deciles,54800,12.116071428571429,124500
1985,Atlantic provinces,Lowest decile,11200,NA,NA
1985,Atlantic provinces,Second decile,20500,NA,NA
1985,Atlantic provinces,Third decile,28400,NA,NA
1985,Atlantic provinces,Fourth decile,35400,NA,NA
1985,Atlantic provinces,Fifth decile,43200,NA,NA
1985,Atlantic provinces,Sixth decile,51600,NA,NA
1985,Atlantic provinces,Seventh decile,61300,NA,NA
1985,Atlantic provinces,Eighth decile,72600,NA,NA
1985,Atlantic provinces,Ninth decile,88200,NA,NA
1985,Atlantic provinces,Highest decile,135700,NA,NA
1985,Newfoundland and Labrador,Total deciles,53100,11.513274336283185,118800
1985,Newfoundland and Labrador,Lowest decile,11300,NA,NA
1985,Newfoundland and Labrador,Second decile,20800,NA,NA
1985,Newfoundland and Labrador,Third decile,28400,NA,NA
1985,Newfoundland and Labrador,Fourth decile,34700,NA,NA
1985,Newfoundland and Labrador,Fifth decile,42600,NA,NA
1985,Newfoundland and Labrador,Sixth decile,50100,NA,NA
1985,Newfoundland and Labrador,Seventh decile,58800,NA,NA
1985,Newfoundland and Labrador,Eighth decile,70200,NA,NA
1985,Newfoundland and Labrador,Ninth decile,83900,NA,NA
1985,Newfoundland and Labrador,Highest decile,130100,NA,NA
1985,Prince Edward Island,Total deciles,52400,11.036697247706423,109400
1985,Prince Edward Island,Lowest decile,10900,NA,NA
1985,Prince Edward Island,Second decile,19900,NA,NA
1985,Prince Edward Island,Third decile,27500,NA,NA
1985,Prince Edward Island,Fourth decile,34300,NA,NA
1985,Prince Edward Island,Fifth decile,42300,NA,NA
1985,Prince Edward Island,Sixth decile,50300,NA,NA
1985,Prince Edward Island,Seventh decile,59800,NA,NA
1985,Prince Edward Island,Eighth decile,71700,NA,NA
1985,Prince Edward Island,Ninth decile,86600,NA,NA
1985,Prince Edward Island,Highest decile,120300,NA,NA
1985,Nova Scotia,Total deciles,56700,12.817391304347826,135900
1985,Nova Scotia,Lowest decile,11500,NA,NA
1985,Nova Scotia,Second decile,20600,NA,NA
1985,Nova Scotia,Third decile,28300,NA,NA
1985,Nova Scotia,Fourth decile,35200,NA,NA
1985,Nova Scotia,Fifth decile,43300,NA,NA
1985,Nova Scotia,Sixth decile,52500,NA,NA
1985,Nova Scotia,Seventh decile,63000,NA,NA
1985,Nova Scotia,Eighth decile,74500,NA,NA
1985,Nova Scotia,Ninth decile,91200,NA,NA
1985,Nova Scotia,Highest decile,147400,NA,NA
1985,New Brunswick,Total deciles,54000,11.527272727272727,115800
1985,New Brunswick,Lowest decile,11000,NA,NA
1985,New Brunswick,Second decile,20300,NA,NA
1985,New Brunswick,Third decile,28600,NA,NA
1985,New Brunswick,Fourth decile,36100,NA,NA
1985,New Brunswick,Fifth decile,43700,NA,NA
1985,New Brunswick,Sixth decile,52000,NA,NA
1985,New Brunswick,Seventh decile,61300,NA,NA
1985,New Brunswick,Eighth decile,72300,NA,NA
1985,New Brunswick,Ninth decile,88000,NA,NA
1985,New Brunswick,Highest decile,126800,NA,NA
1985,Quebec,Total deciles,55700,11.714285714285714,120000
1985,Quebec,Lowest decile,11200,NA,NA
1985,Quebec,Second decile,19800,NA,NA
1985,Quebec,Third decile,27900,NA,NA
1985,Quebec,Fourth decile,36700,NA,NA
1985,Quebec,Fifth decile,45700,NA,NA
1985,Quebec,Sixth decile,55000,NA,NA
1985,Quebec,Seventh decile,64300,NA,NA
1985,Quebec,Eighth decile,74900,NA,NA
1985,Quebec,Ninth decile,90600,NA,NA
1985,Quebec,Highest decile,131200,NA,NA
1985,Ontario,Total deciles,66400,12.817460317460318,148900
1985,Ontario,Lowest decile,12600,NA,NA
1985,Ontario,Second decile,24300,NA,NA
1985,Ontario,Third decile,34000,NA,NA
1985,Ontario,Fourth decile,43400,NA,NA
1985,Ontario,Fifth decile,54000,NA,NA
1985,Ontario,Sixth decile,64400,NA,NA
1985,Ontario,Seventh decile,75400,NA,NA
1985,Ontario,Eighth decile,88500,NA,NA
1985,Ontario,Ninth decile,105900,NA,NA
1985,Ontario,Highest decile,161500,NA,NA
1985,Prairie provinces,Total deciles,61400,14.572815533980583,139800
1985,Prairie provinces,Lowest decile,10300,NA,NA
1985,Prairie provinces,Second decile,21900,NA,NA
1985,Prairie provinces,Third decile,31100,NA,NA
1985,Prairie provinces,Fourth decile,39900,NA,NA
1985,Prairie provinces,Fifth decile,49200,NA,NA
1985,Prairie provinces,Sixth decile,58800,NA,NA
1985,Prairie provinces,Seventh decile,69500,NA,NA
1985,Prairie provinces,Eighth decile,82700,NA,NA
1985,Prairie provinces,Ninth decile,100500,NA,NA
1985,Prairie provinces,Highest decile,150100,NA,NA
1985,Manitoba,Total deciles,57700,11.890756302521009,129600
1985,Manitoba,Lowest decile,11900,NA,NA
1985,Manitoba,Second decile,21700,NA,NA
1985,Manitoba,Third decile,30000,NA,NA
1985,Manitoba,Fourth decile,37600,NA,NA
1985,Manitoba,Fifth decile,46300,NA,NA
1985,Manitoba,Sixth decile,55200,NA,NA
1985,Manitoba,Seventh decile,64700,NA,NA
1985,Manitoba,Eighth decile,76100,NA,NA
1985,Manitoba,Ninth decile,91600,NA,NA
1985,Manitoba,Highest decile,141500,NA,NA
1985,Saskatchewan,Total deciles,56700,23.278688524590162,135900
1985,Saskatchewan,Lowest decile,6100,NA,NA
1985,Saskatchewan,Second decile,19200,NA,NA
1985,Saskatchewan,Third decile,27500,NA,NA
1985,Saskatchewan,Fourth decile,35600,NA,NA
1985,Saskatchewan,Fifth decile,44900,NA,NA
1985,Saskatchewan,Sixth decile,54800,NA,NA
1985,Saskatchewan,Seventh decile,65000,NA,NA
1985,Saskatchewan,Eighth decile,77300,NA,NA
1985,Saskatchewan,Ninth decile,94400,NA,NA
1985,Saskatchewan,Highest decile,142000,NA,NA
1985,Alberta,Total deciles,65000,13.539130434782608,144200
1985,Alberta,Lowest decile,11500,NA,NA
1985,Alberta,Second decile,23500,NA,NA
1985,Alberta,Third decile,33500,NA,NA
1985,Alberta,Fourth decile,42800,NA,NA
1985,Alberta,Fifth decile,52300,NA,NA
1985,Alberta,Sixth decile,62200,NA,NA
1985,Alberta,Seventh decile,74100,NA,NA
1985,Alberta,Eighth decile,88100,NA,NA
1985,Alberta,Ninth decile,106300,NA,NA
1985,Alberta,Highest decile,155700,NA,NA
1985,British Columbia,Total deciles,59800,15.591836734693878,143000
1985,British Columbia,Lowest decile,9800,NA,NA
1985,British Columbia,Second decile,20000,NA,NA
1985,British Columbia,Third decile,28100,NA,NA
1985,British Columbia,Fourth decile,37000,NA,NA
1985,British Columbia,Fifth decile,46400,NA,NA
1985,British Columbia,Sixth decile,56700,NA,NA
1985,British Columbia,Seventh decile,68200,NA,NA
1985,British Columbia,Eighth decile,81300,NA,NA
1985,British Columbia,Ninth decile,97400,NA,NA
1985,British Columbia,Highest decile,152800,NA,NA
1986,Canada,Total deciles,61200,13.201754385964913,139100
1986,Canada,Lowest decile,11400,NA,NA
1986,Canada,Second decile,22000,NA,NA
1986,Canada,Third decile,30600,NA,NA
1986,Canada,Fourth decile,39200,NA,NA
1986,Canada,Fifth decile,48800,NA,NA
1986,Canada,Sixth decile,58600,NA,NA
1986,Canada,Seventh decile,69400,NA,NA
1986,Canada,Eighth decile,82000,NA,NA
1986,Canada,Ninth decile,99300,NA,NA
1986,Canada,Highest decile,150500,NA,NA
1986,Atlantic provinces,Total deciles,53200,11.169642857142858,113900
1986,Atlantic provinces,Lowest decile,11200,NA,NA
1986,Atlantic provinces,Second decile,20500,NA,NA
1986,Atlantic provinces,Third decile,28300,NA,NA
1986,Atlantic provinces,Fourth decile,35400,NA,NA
1986,Atlantic provinces,Fifth decile,43200,NA,NA
1986,Atlantic provinces,Sixth decile,51400,NA,NA
1986,Atlantic provinces,Seventh decile,60300,NA,NA
1986,Atlantic provinces,Eighth decile,70900,NA,NA
1986,Atlantic provinces,Ninth decile,85900,NA,NA
1986,Atlantic provinces,Highest decile,125100,NA,NA
1986,Newfoundland and Labrador,Total deciles,50300,10.669811320754716,102500
1986,Newfoundland and Labrador,Lowest decile,10600,NA,NA
1986,Newfoundland and Labrador,Second decile,20300,NA,NA
1986,Newfoundland and Labrador,Third decile,27800,NA,NA
1986,Newfoundland and Labrador,Fourth decile,34100,NA,NA
1986,Newfoundland and Labrador,Fifth decile,41400,NA,NA
1986,Newfoundland and Labrador,Sixth decile,48800,NA,NA
1986,Newfoundland and Labrador,Seventh decile,57200,NA,NA
1986,Newfoundland and Labrador,Eighth decile,68100,NA,NA
1986,Newfoundland and Labrador,Ninth decile,81900,NA,NA
1986,Newfoundland and Labrador,Highest decile,113100,NA,NA
1986,Prince Edward Island,Total deciles,52300,9.598425196850394,109200
1986,Prince Edward Island,Lowest decile,12700,NA,NA
1986,Prince Edward Island,Second decile,20100,NA,NA
1986,Prince Edward Island,Third decile,28600,NA,NA
1986,Prince Edward Island,Fourth decile,35600,NA,NA
1986,Prince Edward Island,Fifth decile,43100,NA,NA
1986,Prince Edward Island,Sixth decile,50900,NA,NA
1986,Prince Edward Island,Seventh decile,58500,NA,NA
1986,Prince Edward Island,Eighth decile,68300,NA,NA
1986,Prince Edward Island,Ninth decile,83100,NA,NA
1986,Prince Edward Island,Highest decile,121900,NA,NA
1986,Nova Scotia,Total deciles,54900,11.807017543859649,123200
1986,Nova Scotia,Lowest decile,11400,NA,NA
1986,Nova Scotia,Second decile,20600,NA,NA
1986,Nova Scotia,Third decile,28400,NA,NA
1986,Nova Scotia,Fourth decile,35300,NA,NA
1986,Nova Scotia,Fifth decile,42900,NA,NA
1986,Nova Scotia,Sixth decile,51600,NA,NA
1986,Nova Scotia,Seventh decile,61500,NA,NA
1986,Nova Scotia,Eighth decile,72800,NA,NA
1986,Nova Scotia,Ninth decile,89600,NA,NA
1986,Nova Scotia,Highest decile,134600,NA,NA
1986,New Brunswick,Total deciles,53300,10.821428571428571,110000
1986,New Brunswick,Lowest decile,11200,NA,NA
1986,New Brunswick,Second decile,20500,NA,NA
1986,New Brunswick,Third decile,28500,NA,NA
1986,New Brunswick,Fourth decile,36700,NA,NA
1986,New Brunswick,Fifth decile,45300,NA,NA
1986,New Brunswick,Sixth decile,52800,NA,NA
1986,New Brunswick,Seventh decile,61400,NA,NA
1986,New Brunswick,Eighth decile,71000,NA,NA
1986,New Brunswick,Ninth decile,84600,NA,NA
1986,New Brunswick,Highest decile,121200,NA,NA
1986,Quebec,Total deciles,55900,12.63551401869159,124500
1986,Quebec,Lowest decile,10700,NA,NA
1986,Quebec,Second decile,20000,NA,NA
1986,Quebec,Third decile,27900,NA,NA
1986,Quebec,Fourth decile,36100,NA,NA
1986,Quebec,Fifth decile,44700,NA,NA
1986,Quebec,Sixth decile,53600,NA,NA
1986,Quebec,Seventh decile,63300,NA,NA
1986,Quebec,Eighth decile,75600,NA,NA
1986,Quebec,Ninth decile,91800,NA,NA
1986,Quebec,Highest decile,135200,NA,NA
1986,Ontario,Total deciles,67300,12.661538461538461,151600
1986,Ontario,Lowest decile,13000,NA,NA
1986,Ontario,Second decile,24400,NA,NA
1986,Ontario,Third decile,34100,NA,NA
1986,Ontario,Fourth decile,44300,NA,NA
1986,Ontario,Fifth decile,54600,NA,NA
1986,Ontario,Sixth decile,64900,NA,NA
1986,Ontario,Seventh decile,76300,NA,NA
1986,Ontario,Eighth decile,89600,NA,NA
1986,Ontario,Ninth decile,107100,NA,NA
1986,Ontario,Highest decile,164600,NA,NA
1986,Prairie provinces,Total deciles,60600,14.495145631067961,139000
1986,Prairie provinces,Lowest decile,10300,NA,NA
1986,Prairie provinces,Second decile,21900,NA,NA
1986,Prairie provinces,Third decile,30400,NA,NA
1986,Prairie provinces,Fourth decile,38500,NA,NA
1986,Prairie provinces,Fifth decile,47500,NA,NA
1986,Prairie provinces,Sixth decile,57600,NA,NA
1986,Prairie provinces,Seventh decile,68700,NA,NA
1986,Prairie provinces,Eighth decile,81600,NA,NA
1986,Prairie provinces,Ninth decile,100500,NA,NA
1986,Prairie provinces,Highest decile,149300,NA,NA
1986,Manitoba,Total deciles,57900,12.06140350877193,126100
1986,Manitoba,Lowest decile,11400,NA,NA
1986,Manitoba,Second decile,22400,NA,NA
1986,Manitoba,Third decile,31000,NA,NA
1986,Manitoba,Fourth decile,38200,NA,NA
1986,Manitoba,Fifth decile,46400,NA,NA
1986,Manitoba,Sixth decile,55200,NA,NA
1986,Manitoba,Seventh decile,65100,NA,NA
1986,Manitoba,Eighth decile,77200,NA,NA
1986,Manitoba,Ninth decile,94300,NA,NA
1986,Manitoba,Highest decile,137500,NA,NA
1986,Saskatchewan,Total deciles,55300,17.65,133200
1986,Saskatchewan,Lowest decile,8000,NA,NA
1986,Saskatchewan,Second decile,19300,NA,NA
1986,Saskatchewan,Third decile,26700,NA,NA
1986,Saskatchewan,Fourth decile,34100,NA,NA
1986,Saskatchewan,Fifth decile,42100,NA,NA
1986,Saskatchewan,Sixth decile,51400,NA,NA
1986,Saskatchewan,Seventh decile,61800,NA,NA
1986,Saskatchewan,Eighth decile,74800,NA,NA
1986,Saskatchewan,Ninth decile,93100,NA,NA
1986,Saskatchewan,Highest decile,141200,NA,NA
1986,Alberta,Total deciles,64100,14.376146788990825,145800
1986,Alberta,Lowest decile,10900,NA,NA
1986,Alberta,Second decile,22900,NA,NA
1986,Alberta,Third decile,31900,NA,NA
1986,Alberta,Fourth decile,40800,NA,NA
1986,Alberta,Fifth decile,50600,NA,NA
1986,Alberta,Sixth decile,61700,NA,NA
1986,Alberta,Seventh decile,73000,NA,NA
1986,Alberta,Eighth decile,86500,NA,NA
1986,Alberta,Ninth decile,105500,NA,NA
1986,Alberta,Highest decile,156700,NA,NA
1986,British Columbia,Total deciles,60300,14.009345794392523,139200
1986,British Columbia,Lowest decile,10700,NA,NA
1986,British Columbia,Second decile,21500,NA,NA
1986,British Columbia,Third decile,29200,NA,NA
1986,British Columbia,Fourth decile,37800,NA,NA
1986,British Columbia,Fifth decile,48200,NA,NA
1986,British Columbia,Sixth decile,59100,NA,NA
1986,British Columbia,Seventh decile,68900,NA,NA
1986,British Columbia,Eighth decile,80700,NA,NA
1986,British Columbia,Ninth decile,97100,NA,NA
1986,British Columbia,Highest decile,149900,NA,NA
1987,Canada,Total deciles,60900,12.677966101694915,137800
1987,Canada,Lowest decile,11800,NA,NA
1987,Canada,Second decile,22100,NA,NA
1987,Canada,Third decile,30800,NA,NA
1987,Canada,Fourth decile,39300,NA,NA
1987,Canada,Fifth decile,48500,NA,NA
1987,Canada,Sixth decile,58200,NA,NA
1987,Canada,Seventh decile,68700,NA,NA
1987,Canada,Eighth decile,81300,NA,NA
1987,Canada,Ninth decile,98900,NA,NA
1987,Canada,Highest decile,149600,NA,NA
1987,Atlantic provinces,Total deciles,53700,11.026548672566372,113300
1987,Atlantic provinces,Lowest decile,11300,NA,NA
1987,Atlantic provinces,Second decile,20000,NA,NA
1987,Atlantic provinces,Third decile,27800,NA,NA
1987,Atlantic provinces,Fourth decile,35400,NA,NA
1987,Atlantic provinces,Fifth decile,43700,NA,NA
1987,Atlantic provinces,Sixth decile,52500,NA,NA
1987,Atlantic provinces,Seventh decile,61800,NA,NA
1987,Atlantic provinces,Eighth decile,72500,NA,NA
1987,Atlantic provinces,Ninth decile,87000,NA,NA
1987,Atlantic provinces,Highest decile,124600,NA,NA
1987,Newfoundland and Labrador,Total deciles,52600,10.855855855855856,109400
1987,Newfoundland and Labrador,Lowest decile,11100,NA,NA
1987,Newfoundland and Labrador,Second decile,20700,NA,NA
1987,Newfoundland and Labrador,Third decile,28400,NA,NA
1987,Newfoundland and Labrador,Fourth decile,35500,NA,NA
1987,Newfoundland and Labrador,Fifth decile,43900,NA,NA
1987,Newfoundland and Labrador,Sixth decile,52200,NA,NA
1987,Newfoundland and Labrador,Seventh decile,60300,NA,NA
1987,Newfoundland and Labrador,Eighth decile,70400,NA,NA
1987,Newfoundland and Labrador,Ninth decile,83500,NA,NA
1987,Newfoundland and Labrador,Highest decile,120500,NA,NA
1987,Prince Edward Island,Total deciles,53700,10.276422764227643,114100
1987,Prince Edward Island,Lowest decile,12300,NA,NA
1987,Prince Edward Island,Second decile,20600,NA,NA
1987,Prince Edward Island,Third decile,28200,NA,NA
1987,Prince Edward Island,Fourth decile,36000,NA,NA
1987,Prince Edward Island,Fifth decile,43700,NA,NA
1987,Prince Edward Island,Sixth decile,52300,NA,NA
1987,Prince Edward Island,Seventh decile,61100,NA,NA
1987,Prince Edward Island,Eighth decile,70900,NA,NA
1987,Prince Edward Island,Ninth decile,85000,NA,NA
1987,Prince Edward Island,Highest decile,126400,NA,NA
1987,Nova Scotia,Total deciles,55500,11.28695652173913,118300
1987,Nova Scotia,Lowest decile,11500,NA,NA
1987,Nova Scotia,Second decile,20400,NA,NA
1987,Nova Scotia,Third decile,28600,NA,NA
1987,Nova Scotia,Fourth decile,36500,NA,NA
1987,Nova Scotia,Fifth decile,45100,NA,NA
1987,Nova Scotia,Sixth decile,54700,NA,NA
1987,Nova Scotia,Seventh decile,63800,NA,NA
1987,Nova Scotia,Eighth decile,74700,NA,NA
1987,Nova Scotia,Ninth decile,90100,NA,NA
1987,Nova Scotia,Highest decile,129800,NA,NA
1987,New Brunswick,Total deciles,52000,10.774774774774775,108500
1987,New Brunswick,Lowest decile,11100,NA,NA
1987,New Brunswick,Second decile,19100,NA,NA
1987,New Brunswick,Third decile,26200,NA,NA
1987,New Brunswick,Fourth decile,34000,NA,NA
1987,New Brunswick,Fifth decile,42000,NA,NA
